comment,Hate
"[caption]: আপনার বাস যখন ১০০ কিমি/ঘন্টা বেগে চলে
[caption]: সেই মুহূর্তে যখন অন্য কোনো বাস আপনাকে ওভারটেক দিয়ে চলে যায়",no
"[মা]: রান্না করতে জানোস বিয়ে পর স্বামীকে কি খাওয়াবি
[caption]: Almost every girls in mind:",no
[caption]: বাংলা পরীক্ষায় ছাত্রজীবন রচনা আসার পর নারীবাদী:,no
"[caption]: ভার্সিটিতে নতুন জুনিয়র মেয়ে ভর্তি হওয়া বিদ্যমান
[caption]: ক্যাম্পাসের সিনিয়র ভাইয়েরা:",no
[caption]: If “বিদেশ থেকে স্বামী ফেরত আসা উপলক্ষে ফুর্তি করা” had a face :,no
"[man]: I can see your bra
[woman]: একহাজার টাকা দিয়ে কিনছি কি ঢেকে রাখার জন্য",no
"[caption]: *মেয়েরা প্রেম করার আগে
[caption]: *প্রেম করার দুইমাস পর",no
"[বাবা-মা]: খাওয়ার পূর্বে প্রার্থনা করে সন্তুষ্টি প্রকাশ করবে যাতে আবার খেতে পারো
Meanwhile boy:",no
"[caption]: গার্লফ্রেন্ড পেয়ে ফ্রেন্ডদের ভুলে যাওয়া ফ্রেন্ডের যখন ব্রেকাপ হয় ফ্রেন্ডরা:
[friends]: এটাও আল্লাহ তায়ালার একটা নিয়ামত",no
[caption]: If Madarchhod had a face :,yes
"[caption]: পার্থক্য জানুন
Selena: Selena
Chele-na: Chele-na",no
"[caption]: প্রতিনিয়ত হস্তশিল্প করা বন্ধুর যখন রিলেশন হয়
[caption]: Friend to his girlfriend:
[Friend]: এই হাত মারার জন্য নয়, এই হাত আদর করার জন্য",no
[caption]: হর্নি করে তোলার পর যখন স্বামী দুই মিনিটে মাঠ ছেড়ে চলে যায় স্ত্রী:,no
"[Man]: বাবু তোমার পিরিয়ড কয় তারিখে হয়?
[Woman]: ক্যান মাদারচোদ তুই খাবি নাকি?",yes
"[caption]: Almost every girl to her Bestie :
[Girl]: বাসররাতে স্বামীর পায়ে ধইরা সালাম কইরা কি লাভ পরে তো পা কাধে তুলতে হইবো",no
"[Man 2]: মামা সুখ এবং দুঃখ মিশ্রিত অনুভূতি কখন হয়
[Man 1]: যখন তোর বউ বলবে তোমার পেনিস তোমার বন্ধুর থেকে বড়",yes
"[caption]: I'll fuck your pussy tonight
[caption]: What the fuck",yes
"[Mother]: তুমি আমার ছেলেকে আমার থেকে বেশি চেনো না জানো। আমি ওকে লেংটা দেখছি
[caption]: Same",yes
"[Man 1]: ভাইরে ফটোগ্রাফার হইলে জ্বালা
[Man 2]: ক্যান কি হইছে
[Man 1]: ক্রাশে ও কয় কাপল ফোটোসুট করে দিতে",no
"[Boyfriend]: বাবু ঠাকুর দেখতে যাবা
[Girlfriend]: তোমার সাথে গেলে ঠাকুর দেখা হবেনা তুমি শুধু অন্ধকার গলি খুঁজবে",no
"[caption]: আমি যখন কেউ আমাকে (যে নিজেই জীবনে কিছু করতে পারে নাই) উপদেশ দিতে থাকে
[caption]: উমম........",no
"[caption]: প্রথমবার রুমমেটে যাওয়ার পর
[Nibba]: এ সুখের নেই কোনো সীমানা",no
"[কতিপয় লোক]: ধর্ম যার যার উৎসব সবার
[caption]: “উৎসব” নামের আমি এটা শোনার পর:
[caption]: আমার যে কি খুশি খুশি লাগতেছে",no
"[Boyfriend]: দুঃখ দিলি কষ্ট দিলি মন তো দিলি না 😊
[Girlfriend]: লাগাতে দিয়েছিলাম ওটাই অনেক 😏",yes
"[caption]: React krte jana 😂
[caption]: One mistake
[caption]: Result:
[caption]: Post ignore karne wala",no
"[caption]: বিয়ের ১ মাস পর স্বামী যখন বিদেশ চলে যায়*
হনি বউ: ফুটার মধ্যে জ্বলছে আগুন, ঢুকাতে হবে মূলো-বেগুন",yes
"ছেলে:আই লাভ ইউ
মেয়ে:কি করতে পারবে আমার জন্য?
[caption]: লুইচ্ছা ছেলে
[ছেলে]: মনে মনে ২১ দিনে দুদ ভবল
[caption]: আমি একটি দুষ্টু ছেলে",yes
"[caption]: বাসর রাতে যখন জামাই আপনার ফ্রিজে পুটিমাছ রাখতে আসে, সেই ফ্রিজে আগে থেকে তুমি হাঙ্গর ডলফিন রেখে রেখে অভ্যস্থ আপনি",yes
[caption]: যখন ভাল্লুক এসে পড়ে এবং আপনি এবং আপনার বেস্টফ্রেন্ড দুজনের কেউই জানেন না কিভাবে গাছে চড়তে হয়,no
"[caption]: ওবায়দুল কাদেরের অসুস্থতা Exists
No one:
Awami leauge: ব্যাপারটি খতিয়ে দেখতে হবে",no
[caption]: বুঝা নাই বেপারটা,no
"[Daughter]: আম্মা আমি প্রেগন্যান্ট 😲😲😲
[Mother]: চুদসে!! 😲
[Daughter]: এইটা একটা দুর্ঘটনা ছিলো 😲😲😲😲
[caption]: #Bangla Screenshot
[Mother]: মানে তুই বলতে চাস! তুই রাস্তা দিয়া হাটতে গিয়া উইটা খাইয়া সোনার উপর পইড়া গেসিলি??? 😲😲😲",yes
"[caption]: মেয়েরা যখন ফোনে পানু দেখে
[caption]: চোদ
[caption]: ঝাটারি",yes
"[caption]: প্রেম মানে..
[caption]: চুমু দিয়ে শুরু
[caption]: চোদন দিয়ে শেষ",yes
"[caption]: দুই রাউন্ড খেলার পরে
[caption]: মেয়ে
[caption]: ছেলে
[caption]: Moral Of the story
[caption]: রাস্তা কখনোই শেষ হয়না। শেষ হয় গাড়ীর তেল",no
"[caption]: ওরা বড়লোক-
[caption]: খায় তন্দুরি, চোদে সুন্দরী
[caption]: তারা মধ্যবিত্ত-
[caption]: খায় ভেন্ডি, চোদে রেন্ডি
[caption]: আমি গরিব-
[caption]: পরি স্যান্ডেল, মারি হান্ডেল",yes
